scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Bangka, Lobok Besar;-2.6;106.55;Andong;"Andong; Kostermans, AJGH bb 34048 ";14;9;1949;"Johnson DM; Murray NA";nan;nan;Botany;L.4370469;heterotricha;0;0;Andong;;0;0;0;0;0;0;0;L4370469;34048;"Andong; Kostermans AJGH"
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Bangka, G. Maras;-5.006;119.5727;Kostermans, AJGH;"Kostermans, AJGH; Anta  1312 ";26;10;1949;"Johnson DM; Murray NA";nan;nan;Botany;L.4370462;caudata;0;0;Kostermans;;0;0;0;0;0;0;0;L4370462;1312;"Kostermans AJGH; Anta"
Xylopia ngii D.M.Johnson & N.A.Murray;Xylopia;ID;Wester afd. v. Borneo, Melawi, B. Oeloe, Bora-sepan;0.083333;111.483333;Boschproefstation;Boschproefstation bb 29037 ;23;7;1939;"Johnson DM; Murray NA";nan;nan;Botany;L.4370492;ngii;0;0;Boschproefstation;;0;0;0;0;0;0;0;L4370492;29037;Boschproefstation
Monocarpia kalimantanensis Kessler;Monocarpia;ID;Indonesia, Borneo, Kalimantan Timur, Semoi raod Km 5 from Wanariset, Inhutani area.;-0.983333;116.933333;Arbainsyah;Arbainsyah AA 2029 ;26;9;1996;Mols JB;1999-08-01T00:00:00;nan;Botany;L.4405530;kalimantanensis;0;0;Arbainsyah;;0;0;0;0;0;0;0;L4405530;2029;Arbainsyah
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;"Climbing Gunung Bandahara; c. 6km NE of kampung Seldok (Alas Valley), c. 25 km N of Kutatjane.";4.410556;97.670833;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  15599 ";20;3;1975;"Johnson DM; Murray NA";nan;nan;Botany;L.4370456;sumatrana;0;0;Wilde;;0;0;0;0;0;0;0;L4370456;15599;"Wilde WJJO de; Wilde-Duyfjes BEE de"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;Borneo, Sanggouw;1.133333;109.6;Hallier, JG;Hallier, JG  881 ;1;1;1893;"Johnson DM; Murray NA";nan;nan;Botany;L.4370519;sumatrana;0;0;Hallier;;0;0;0;0;0;0;0;L4370519;881;Hallier JG
Alphonsea Hook.f. & Thomson;Alphonsea;ID;C. Sulawesi, SE of Bampres, NE of Tongoa;-1.166667;120.166667;Johansson, JT;"Johansson, JT; Nybom, H; Riebe, S JNR 400 ";16;3;1981;Kessler PJA;1995-06-01T00:00:00;nan;Botany;L  0298541;nan;0;0;Johansson;;0;0;0;0;0;0;0;L0298541;400;"Johansson JT; Nybom H; Riebe S"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Archipel. Ind. Billiton.;-2.833333;107.916667;Rossum, HIP van;Rossum, HIP van  46 ;;;;"Johnson DM; Murray NA";nan;nan;Botany;L.4370534;heterotricha;0;0;Rossum;;0;0;0;0;0;0;0;L4370534;46;Rossum HIP van
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Sumatra, Palembang, Rawas;-2.7;103.4;Dumas, JM;Dumas, JM  1527 ;27;4;1917;"Johnson DM; Murray NA";nan;nan;Botany;L.4370538;heterotricha;0;0;Dumas;;0;0;0;0;0;0;0;L4370538;1527;Dumas JM
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Borneo, Kalteng. Samba. 1994-1995 cutting blocks of PT Handiyani.;-0.716667;112.833333;Jarvie, JK;"Jarvie, JK; Ruskandi, A  5229 ";24;1;1995;"Johnson DM; Murray NA";nan;nan;Botany;L.4370523;heterotricha;0;0;Jarvie;;0;0;0;0;0;0;0;L4370523;5229;"Jarvie JK; Ruskandi A"
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Archipel. Ind. Sumatra Res. Palembang ond. afd. Lematang Ilir.;-3.75;103.75;Unknown;Unknown F 971 ;8;9;1924;"Johnson DM; Murray NA";nan;nan;Botany;L.4370539;heterotricha;0;0;Unknown;;0;0;0;0;0;0;0;L4370539;971;Unknown
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;ID;Rawa Aopa Watumohai National Park. Hutan Pendidikan, Blok Lanuwulu/Tatangge, Konawe Selatan District.;-4.471787;121.985328;Widjaja, EA;"Widjaja, EA; Megawati; Hamzah; Wahyudi Santoso EAW 9664 ";21;4;2011;Megawati;2011-07-07T00:00:00;nan;Botany;L.4403692;grandiflora;0;0;Widjaja;;0;0;0;0;0;0;0;L4403692;9664;"Widjaja EA; Megawati; Hamzah; Wahyudi Santoso"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;"Climbing Gunung Bandahara; c. 6km NE of kampung Seldok (Alas Valley), c. 25 km N of Kutatjane.";4.410556;97.670833;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  15599 ";20;3;1975;"Johnson DM; Murray NA";nan;nan;Botany;L.4370455;sumatrana;0;0;Wilde;;0;0;0;0;0;0;0;L4370455;15599;"Wilde WJJO de; Wilde-Duyfjes BEE de"
Xylopia sumatrana (Miq.) D.M.Johnson & N.A.Murray;Unona;ID;Sumatra eil: Simaloer;2.583333;96.083333;Achmad;Achmad  619 ;13;9;1918;"Johnson DM; Murray NA";nan;nan;Botany;L.4370448;sumatrana;0;0;Achmad;;0;0;0;0;0;0;0;L4370448;619;Achmad
Drepananthus havilandii (Boerl.) Survesw. & R.M.K.Saunders;Drepananthus;ID;"headwaters of S. Kahayan; 5 km S of Tumbang Sian loggin camp; Sikatan Wana Raya logging concession.";-0.583333;113.416667;Burley, JS;"Burley, JS; Turkirin; et al.  865 ";2;5;1988;Johnson DM;nan;nan;Botany;L.4370557;havilandii;0;0;Burley;;0;0;0;0;0;0;0;L4370557;865;"Burley JS; Turkirin; et al."
Goniothalamus sumatranus Miq.;Goniothalamus;ID;Sungai Rasau.;-1.445662;113.096388;Wardani, W;"Wardani, W; Amir, M WT 596 ";16;3;2007;Ruskandi A;2007-07-01T00:00:00;nan;Botany;L.4368171;tapis;0;0;Wardani;;0;0;0;0;0;0;0;L4368171;596;"Wardani W; Amir M"
Annonaceae;nan;ID;Camp Granite;-0.841111;102.5125;Wilkie, P;PW1030;31;1;2016;nan;nan;E;E;E00898529;nan;0;0;PW;;0;0;0;0;0;0;0;E00898529;1030;"Wilkie, Peter; Hutabarat, Prima; Lancar; Idel"
Annonaceae;nan;ID;Camp Granite;-0.841111;102.5125;Wilkie, P;PW1030;31;1;2016;nan;nan;E;E;E00898528;nan;0;0;PW;;0;0;0;0;0;0;0;E00898528;1030;"Wilkie, Peter; Hutabarat, Prima; Lancar; Idel"
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;ID;Kolaka Distict, Latumbaga Subdistrict, Ulungolaka village.;-3.984175;121.566692;Widjaja, EA;Widjaja, EA  9886 ;16;11;2011;nan;nan;nan;Botany;L.3994507;grandiflora;0;0;Widjaja;;0;0;0;0;0;0;0;L3994507;9886;Widjaja EA
Uvaria littoralis (Blume) Blume;Uvaria;ID;Kolaka District. Lasusua Subdistrict.;-3.630383;121.08055;Widjaja, EA;Widjaja, EA  8867 ;16;12;2009;nan;nan;nan;Botany;L.3994466;littoralis;0;0;Widjaja;;0;0;0;0;0;0;0;L3994466;8867;Widjaja EA
Polyalthia subcordata (Blume) Blume;Polyalthia;ID;Hulu Cihaur koneng, Cianjur District.;-6.822222;107.139444;Megawati;"Megawati; Suharjono  157 ";21;6;2011;Megawati;2011-08-18T00:00:00;nan;Botany;L.3994516;subcordata;0;0;Megawati;;0;0;0;0;0;0;0;L3994516;157;"Megawati; Suharjono"
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;Kolaka Distict, Latumbaga Subdistrict, Ulungolaka village.;-3.984175;121.566692;Widjaja, EA;Widjaja, EA  9867 ;16;11;2011;nan;nan;nan;Botany;L.3994508;suaveolens;0;0;Widjaja;;0;0;0;0;0;0;0;L3994508;9867;Widjaja EA
Sageraea lanceolata Miq.;Sageraea;ID;North Kolaka District, Tinukari village.;-3.6345;121.074167;Widjaja, EA;"Widjaja, EA; Suyadi, A  8932 ";20;12;2009;nan;nan;nan;Botany;L.3994470;lanceolata;0;0;Widjaja;;0;0;0;0;0;0;0;L3994470;8932;"Widjaja EA; Suyadi A"
Sageraea glabra Merr.;Sageraea;ID;Kolaka Utara District, Wawo Subdistrict, Tinukari village. Along trail to camp #2.;-3.637867;121.07935;Potter, D;"Potter, D; et al.  90803 -04";3;8;2009;nan;2009-09-03T00:00:00;nan;Botany;L.3994467;lanceolata;0;0;Potter;;0;0;0;0;0;0;0;L3994467;90803;"Potter D; et al."
Desmos chinensis Lour.;Desmos;ID;Legon Moto, TN. Karimunjawa.;-5.85;110.45;Djarwaningsih, T;"Djarwaningsih, T; Amir, M; Supriatna  457 ";30;4;2004;Amir M;nan;nan;Botany;L.3994506;chinensis;0;0;Djarwaningsih;;0;0;0;0;0;0;0;L3994506;457;"Djarwaningsih T; Amir M; Supriatna"
Uvaria littoralis (Blume) Blume;Uvaria;ID;Kolaka District. Lasusua Subdistrict.;-3.630383;121.08055;Widjaja, EA;Widjaja, EA  8867 ;16;12;2009;nan;nan;nan;Botany;L.3994465;littoralis;0;0;Widjaja;;0;0;0;0;0;0;0;L3994465;8867;Widjaja EA
Uvaria celebica Scheff.;Uvaria;ID;North Kolaka District, Tinukari village.;-3.6345;121.074167;Widjaja, EA;"Widjaja, EA; Suyadi, A  8944 ";20;12;2009;nan;nan;nan;Botany;L.3994469;celebica;0;0;Widjaja;;0;0;0;0;0;0;0;L3994469;8944;"Widjaja EA; Suyadi A"
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;ID;Hutan Pendidikan, Blok Lanuwulu/Tatangge, Rawa Aopa National Park, Konawe Selatan District.;-4.4752;121.986658;Widjaja, EA;"Widjaja, EA; et al.  9664 ";21;4;2011;Megawati;2011-07-07T00:00:00;nan;Botany;L.4367863;grandiflora;0;0;Widjaja;;0;0;0;0;0;0;0;L4367863;9664;"Widjaja EA; et al."
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;Protected forest Wolasi, Wolan Subdistrict, Konawe Selatan District.;-4.225572;122.736117;Widjaja, EA;"Widjaja, EA; Megawati; Hamzah, Z; Santoso, W  9472 ";14;4;2011;Megawati;2011-06-05T00:00:00;nan;Botany;L.3994509;suaveolens;0;0;Widjaja;;0;0;0;0;0;0;0;L3994509;9472;"Widjaja EA; Megawati; Hamzah Z; Santoso W"
Orophea hexandra Blume;Orophea;ID;North Kolaka District, Tinukari village.;-3.642217;121.09175;Widjaja, EA;"Widjaja, EA; Suyadi, A  8900 ";19;12;2009;nan;nan;nan;Botany;L.3994468;hexandra;0;0;Widjaja;;0;0;0;0;0;0;0;L3994468;8900;"Widjaja EA; Suyadi A"
Mezzettia parviflora Becc.;Mezzettia;ID;Gunung Palung National Park, Cabang Panti Research Site. KP 15;-1.22;110.1;Laman, TG ;TL914;19;3;1997;nan;nan;NY;NY;04203835;parviflora;0;0;TL;;0;0;0;0;0;0;0;NY04203835;914;T. G. Laman
Monoon Miq.;Monoon;ID;Central Kalimantan, near nursery;-1.4;112.45;Kessler, PJA;"Kessler, PJA; et al.  1516 ";27;10;1996;Johnson DM;nan;nan;Botany;L.4369845;nan;0;0;Kessler;;0;0;0;0;0;0;0;L4369845;1516;"Kessler PJA; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Coal mining company KPC, Sangatta, Tanjung Bara area, road from Sangatta Baru to Tanjung Bara camp;0.083333;117.066667;Kessler, PJA;"Kessler, PJA; et al.  1196 ";14;4;1995;Kessler PJA;nan;nan;Botany;L.4369864;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369864;1196;"Kessler PJA; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Wanariset I area, off km 1.5, Wanariset-Semoi road.;-0.983333;116.933333;Sidiyasa, K;"Sidiyasa, K; et al.  832 ";28;1;1992;Heusden ECH van;nan;nan;Botany;L.4369882;microtus;0;0;Sidiyasa;;0;0;0;0;0;0;0;L4369882;832;"Sidiyasa K; et al."
Polyalthia microtus Miq.;Polyalthia;ID;PT. ITCI area, permanent growth and yield polt no. 72-2;-1.25;116.75;Sidiyasa, K;Sidiyasa, K  660 ;26;2;1991;Heusden ECH van;nan;nan;Botany;L.4369879;microtus;0;0;Sidiyasa;;0;0;0;0;0;0;0;L4369879;660;Sidiyasa K
Polyalthia microtus Miq.;Polyalthia;ID;East Kalimantan, KPC area, East Bengalon;0.833333;117.566667;Kessler, PJA;"Kessler, PJA; et al.  1272 ";17;3;1996;Kessler PJA;nan;nan;Botany;L.4369871;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369871;1272;"Kessler PJA; et al."
Polyalthia microtus Miq.;Polyalthia;ID;East Kalimantan, Wanariset Samboja area;-1.0;117.0;Ambriansyah;"Ambriansyah; et al. AA 2062 ";15;10;1996;Ambriansyah;nan;nan;Botany;L.4369868;microtus;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369868;2062;"Ambriansyah; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Berau, Labanan, Inhutani I area, km 16.;1.966667;117.25;Slik, JWF;"Slik, JWF; et al. Berau 547 ";6;5;1997;Johnson DM;nan;nan;Botany;L.4369895;microtus;0;0;Slik;;0;0;0;0;0;0;0;L4369895;547;"Slik JWF; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, Wanariset, Road from Samboja to Semoi, km 1.5;-1.0;117.0;Hamdi, AFO;Hamdi, AFO AA 2111 ;20;2;1997;Arifin Z;nan;nan;Botany;L.4369840;microtus;0;0;Hamdi;;0;0;0;0;0;0;0;L4369840;2111;Hamdi AFO
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Bengalon, road Sepaso - Muara Wahua;0.683333;117.516667;Ambriansyah;"Ambriansyah; Arifin, Z AA 1463 ";10;4;1996;Arifin Z;nan;nan;Botany;L.4369837;microtus;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369837;1463;"Ambriansyah; Arifin Z"
Polyalthia Blume;Polyalthia;ID;Berau, traject D, km 16 from Labanan, Berau Forest Mangement Project (BFMP) Swakelola, Labanan.;2.0;117.0;Arifin, Z;"Arifin, Z; Ambriansyah Berau 1022 ";8;12;1997;Ambriansyah;1997-12-01T00:00:00;nan;Botany;L.4369894;nan;0;0;Arifin;;0;0;0;0;0;0;0;L4369894;1022;"Arifin Z; Ambriansyah"
Polyalthia chrysotricha Ridl.;Polyalthia;ID;Kalimantan Timur, Berau, P.T. Inhutani I logging area, permanent plot 12, square 4;1.9;117.233333;Arifin, Z;"Arifin, Z; Arbainsyah Berau 1332 ";10;10;1998;Johnson DM;nan;nan;Botany;L.4369869;chrysotricha;0;0;Arifin;;0;0;0;0;0;0;0;L4369869;1332;"Arifin Z; Arbainsyah"
Monoon lateriflorum (Blume) Miq.;Polyalthia;ID;Island Nunukan (northern part);4.083333;117.666666;Kostermans, AJGH;Kostermans, AJGH  8751 ;7;11;1953;Johnson DM;nan;nan;Botany;L.4369863;lateriflora;0;0;Kostermans;;0;0;0;0;0;0;0;L4369863;8751;Kostermans AJGH
Polyalthia microtus Miq.;Polyalthia;ID;Wanariset I area, off km 2.5, Wanariset-Semoi road, jalan Aren.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z AA 276 ";13;11;1991;Heusden ECH van;nan;nan;Botany;L.4369870;microtus;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369870;276;"Ambriansyah; Arifin Z"
Polyalthia microtus Miq.;Polyalthia;ID;East Kalimantan, Wanariset Samboja area;-1.0;117.0;Ambriansyah;"Ambriansyah; et al. AA 2062 ";15;10;1996;Ambriansyah;nan;nan;Botany;L.4369867;microtus;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369867;2062;"Ambriansyah; et al."
Monoon Miq.;Monoon;ID;Berouw, Mt. Ilas Bungaan;1.75;117.5;Kostermans, AJGH;Kostermans, AJGH  13813 ;11;9;1957;Johnson DM;nan;nan;Botany;L.4369862;nan;0;0;Kostermans;;0;0;0;0;0;0;0;L4369862;13813;Kostermans AJGH
Polyalthia microtus Miq.;Polyalthia;ID;Loa Haur, west of Samarinda;-0.6;117.05;Kostermans, AJGH;Kostermans, AJGH  6973 ;16;5;1952;Johnson DM;nan;nan;Botany;L.4369859;microtus;0;0;Kostermans;;0;0;0;0;0;0;0;L4369859;6973;Kostermans AJGH
Polyalthia microtus Miq.;Polyalthia;ID;Berau, Kelai River at base of Mt. Njapa;1.416666;115.883333;Kostermans, AJGH;Kostermans, AJGH  21196 ;10;10;1963;Johnson DM;nan;nan;Botany;L.4369856;microtus;0;0;Kostermans;;0;0;0;0;0;0;0;L4369856;21196;Kostermans AJGH
Polyalthia lasioclada I.M.Turner;Polyalthia;ID;"W Koetai; no. 12, near Liham Batoe Beng";0.666667;116.833333;Endert, FH;Endert, FH  2319 ;30;7;1925;Johnson DM;nan;nan;Botany;L.4369855;lasioclada;0;0;Endert;;0;0;0;0;0;0;0;L4369855;2319;Endert FH
Polyalthia microtus Miq.;Polyalthia;ID;Berau, near Teluk Bajur;2.807177;116.875833;Kostermans, AJGH;Kostermans, AJGH  21602 ;3;11;1963;Johnson DM;nan;nan;Botany;L.4369861;microtus;0;0;Kostermans;;0;0;0;0;0;0;0;L4369861;21602;Kostermans AJGH
Polyalthia microtus Miq.;Polyalthia;ID;Wanariset-Semoi Rd., off km 1.5.;-1.116667;117.0;Leeuwenberg, AJM;"Leeuwenberg, AJM; Sidiyasa, K; Arifin; Arbainsyah  14485 ";15;11;1994;Leeuwenberg AJM;1994-11-01T00:00:00;nan;Botany;L.4369836;microtus;0;0;Leeuwenberg;;0;0;0;0;0;0;0;L4369836;14485;"Leeuwenberg AJM; Sidiyasa K; Arifin; Arbainsyah"
Polyalthia tipuliflora D.M.Johnson;Polyalthia;ID;Berau, Inhutani area, km 37, near transect I, plot 5;1.75;117.5;Ambriansyah;"Ambriansyah; et al. Berau 839 ";7;10;1997;Johnson DM;nan;nan;Botany;L.4369851;tipuliflora;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369851;839;"Ambriansyah; et al."
Monoon lateriflorum (Blume) Miq.;Polyalthia;ID;Indonesia, East Kalimantan, Berau, INHUTANI I area, in plot 3/square 2;1.916667;117.216667;Kessler, PJA;"Kessler, PJA; et al. Berau 14 ";2;10;1996;Johnson DM;nan;nan;Botany;L.4369848;lateriflora;0;0;Kessler;;0;0;0;0;0;0;0;L4369848;14;"Kessler PJA; et al."
Polyalthia microtus Miq.;Polyalthia;ID;PT. Inhutani area, plot 1, Sq.2.;1.916667;117.216667;Sidiyasa, K;"Sidiyasa, K; et al. Berau 1220 ";8;5;1998;Johnson DM;nan;nan;Botany;L.4369898;microtus;0;0;Sidiyasa;;0;0;0;0;0;0;0;L4369898;1220;"Sidiyasa K; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Sangatta, DS 2 dump area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2277 ";31;3;1997;Kessler PJA;nan;nan;Botany;L.4369843;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369843;2277;"Kessler PJA; et al."
Miliusa parviflora Ridl.;Miliusa;ID;Kebun Raya Bogor.;-6.583333;106.783333;Kessler, PJA;Kessler, PJA XX.D 180 ;1;1;1999;Chaowasku T;2007-09-01T00:00:00;nan;Botany;L.3993786;parviflora;0;0;Kessler;;0;0;0;0;0;0;0;L3993786;180;Kessler PJA
Polyalthia microtus Miq.;Polyalthia;ID;Kutai Nat. Park, S of Sangata R.;0.5;117.416667;Leeuwenberg, AJM;"Leeuwenberg, AJM; Sidiyasa, K; Daslim; Arbainsyah  14509 ";22;11;1994;Leeuwenberg AJM;1994-11-01T00:00:00;nan;Botany;L.4369875;microtus;0;0;Leeuwenberg;;0;0;0;0;0;0;0;L4369875;14509;"Leeuwenberg AJM; Sidiyasa K; Daslim; Arbainsyah"
Polyalthia Blume;Polyalthia;ID;Indonesia, East Kalimantan, Berau, Inhutani area, km 31, along transect G;1.75;117.5;Ambriansyah;"Ambriansyah; et al. Berau 878 ";9;10;1997;Kessler PJA;nan;nan;Botany;L.4369850;nan;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369850;878;"Ambriansyah; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Kutai Nat. Park, S of Sangata R.;0.5;117.416667;Leeuwenberg, AJM;"Leeuwenberg, AJM; Sidiyasa, K; Daslim; Arbainsyah  14509 ";22;11;1994;Leeuwenberg AJM;1994-11-01T00:00:00;nan;Botany;L.4369874;microtus;0;0;Leeuwenberg;;0;0;0;0;0;0;0;L4369874;14509;"Leeuwenberg AJM; Sidiyasa K; Daslim; Arbainsyah"
Polyalthia microtus Miq.;Polyalthia;ID;Berau, Inhutani I area, Labanan, km 16.;2.083333;117.283333;Arifin, Z;Arifin, Z Berau 569 ;28;6;1997;Johnson DM;nan;nan;Botany;L.4369893;microtus;0;0;Arifin;;0;0;0;0;0;0;0;L4369893;569;Arifin Z
Polyalthia microtus Miq.;Polyalthia;ID;Wanariset-Semoi Rd., off km 1.5.;-1.116667;117.0;Leeuwenberg, AJM;"Leeuwenberg, AJM; Sidiyasa, K; Arifin; Arbainsyah  14485 ";15;11;1994;Leeuwenberg AJM;1994-11-01T00:00:00;nan;Botany;L.4369835;microtus;0;0;Leeuwenberg;;0;0;0;0;0;0;0;L4369835;14485;"Leeuwenberg AJM; Sidiyasa K; Arifin; Arbainsyah"
Polyalthia microtus Miq.;Polyalthia;ID;Wanariset, Rintis Wartono Kadri;-0.983333;116.933333;Kessler, PJA;Kessler, PJA  586 ;7;2;1991;Heusden ECH van;nan;nan;Botany;L.4369883;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369883;586;Kessler PJA
Polyalthia microtus Miq.;Polyalthia;ID;Loa Haur, west of Samarinda;-0.6;117.05;Kostermans, AJGH;Kostermans, AJGH  6973 ;16;5;1952;Johnson DM;nan;nan;Botany;L.4369858;microtus;0;0;Kostermans;;0;0;0;0;0;0;0;L4369858;6973;Kostermans AJGH
Polyalthia microtus Miq.;Polyalthia;ID;Coal mining company KPC, Sangatta, Tanjung Bara area, road from Sangatta Baru to Tanjung Bara camp;0.083333;117.066667;Kessler, PJA;"Kessler, PJA; et al.  1196 ";14;4;1995;Kessler PJA;nan;nan;Botany;L.4369865;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369865;1196;"Kessler PJA; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, Berau, IHUTANI I area, in plot 3/square 3, Berau forest management Project;1.916667;117.233333;Kessler, PJA;"Kessler, PJA; et al. Berau 7 A";2;10;1996;Kessler PJA;nan;nan;Botany;L.4369844;microtus;0;0;Kessler;A;0;0;0;0;0;0;0;L4369844;7;"Kessler PJA; et al."
Polyalthia microtus Miq.;Polyalthia;ID;KPC area, Road to Muara Wahu, near plot P-6;0.65;117.483333;Kessler, PJA;"Kessler, PJA; et al.  1379 ";5;4;1996;Kessler PJA;nan;nan;Botany;L.4369873;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369873;1379;"Kessler PJA; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Wanariset I area, off km 2.5, Wanariset-Semoi road, jalan Aren.;-0.983333;116.933333;Ambriansyah;"Ambriansyah; Arifin, Z AA 276 ";13;11;1991;Heusden ECH van;nan;nan;Botany;L.4369880;microtus;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369880;276;"Ambriansyah; Arifin Z"
Polyalthia microtus Miq.;Polyalthia;ID;KPC area, Road Sangkulirang to Muara Wahau;0.633333;117.5;Arifin, Z;"Arifin, Z; Arbainsyah AA 1642 ";4;4;1996;nan;nan;nan;Botany;L.4369877;microtus;0;0;Arifin;;0;0;0;0;0;0;0;L4369877;1642;"Arifin Z; Arbainsyah"
Monoon Miq.;Monoon;ID;Berau, Mt. Njapa on Kelai River;1.416666;115.883333;Kostermans, AJGH;Kostermans, AJGH  21339 ;18;10;1963;Johnson DM;nan;nan;Botany;L.4369860;nan;0;0;Kostermans;;0;0;0;0;0;0;0;L4369860;21339;Kostermans AJGH
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Berau, Tdg. Redeb, Kelai River near Long Lanuk;1.966667;117.333333;Kostermans, AJGH;Kostermans, AJGH  21167 ;8;10;1963;Johnson DM;nan;nan;Botany;L.4369857;cauliflora;0;0;Kostermans;;0;0;0;0;0;0;0;L4369857;21167;Kostermans AJGH
Polyalthia microtus Miq.;Polyalthia;ID;East Kalimantan, ITTO area, Km 6 to Semoi road;-1.0;117.0;Ambriansyah;"Ambriansyah; Arifin, Z; Arbainsya AA 1384 ";17;10;1995;Johnson DM;nan;nan;Botany;L.4369831;microtus;0;0;Ambriansyah;;0;0;0;0;0;0;0;L4369831;1384;"Ambriansyah; Arifin Z; Arbainsya"
Polyalthia microtus Miq.;Polyalthia;ID;East Kalimantan, KPC area, East Bengalon;0.833333;117.566667;Kessler, PJA;"Kessler, PJA; et al.  1272 ";17;3;1996;Kessler PJA;nan;nan;Botany;L.4369872;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369872;1272;"Kessler PJA; et al."
Monoon lateriflorum (Blume) Miq.;Polyalthia;ID;Indonesia, East Kalimantan, Berau, INHUTANI I area, in plot 3/square 2;1.916667;117.216667;Kessler, PJA;"Kessler, PJA; et al. Berau 14 ";2;10;1996;Johnson DM;nan;nan;Botany;L.4369847;lateriflora;0;0;Kessler;;0;0;0;0;0;0;0;L4369847;14;"Kessler PJA; et al."
Polyalthia lasioclada I.M.Turner;Polyalthia;ID;"W Koetai; no. 12, near Liham Batoe Beng";0.666667;116.833333;Endert, FH;Endert, FH  2319 ;30;7;1925;Johnson DM;nan;nan;Botany;L.4369854;lasioclada;0;0;Endert;;0;0;0;0;0;0;0;L4369854;2319;Endert FH
Polyalthia igniflora D.M.Johnson;Polyalthia;ID;PT. Inhutani area, to plot 1 & 2;1.916667;117.216667;Sidiyasa, K;"Sidiyasa, K; et al. Berau 1230 ";11;5;1998;Johnson DM;nan;nan;Botany;L.4369876;igniflora;0;0;Sidiyasa;;0;0;0;0;0;0;0;L4369876;1230;"Sidiyasa K; et al."
Monoon Miq.;Monoon;ID;Central Kalimantan, near nursery;-1.4;112.45;Kessler, PJA;"Kessler, PJA; et al.  1516 ";27;10;1996;Johnson DM;nan;nan;Botany;L.4369846;nan;0;0;Kessler;;0;0;0;0;0;0;0;L4369846;1516;"Kessler PJA; et al."
Monoon anomalum (Becc.) B.Xue & R.M.K.Saunders;Polyalthia;ID;PT. Inhutani I Berau area. Along small stream near Camp 35.;1.9;117.216667;Sidiyasa, K;"Sidiyasa, K; et al. Berau 1260 ";17;5;1998;Johnson DM;nan;nan;Botany;L.4369897;anomala;0;0;Sidiyasa;;0;0;0;0;0;0;0;L4369897;1260;"Sidiyasa K; et al."
Polyalthia microtus Miq.;Polyalthia;ID;Indonesia, East Kalimantan, KPC area, Sangatta, DS 2 dump area;0.833333;117.583333;Kessler, PJA;"Kessler, PJA; et al.  2277 ";31;3;1997;Kessler PJA;nan;nan;Botany;L.4369842;microtus;0;0;Kessler;;0;0;0;0;0;0;0;L4369842;2277;"Kessler PJA; et al."
